id,numero_item,descricao_item,grupo_itens,unidade_de_medida_de_estoque,ultimo_preco_avaliacao,ultimo_preco_compra,estoque_baixo,unidade_medida_estoque,data_registro
147,ATMQ000077,TENDA PIRAMIDAL 10X10 [NCM:63-06.29.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
148,ATMQ000078,BAFOMETRO MOD CBA-12 TIPO BASTAO PARA TRIAGEM RAPIDA [NCM:90-25.80.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
149,ATMQ000079,GUINCHO HIDRAULICO 2000 KG (TINR) [NCM:84-25.39.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
150,ATMQ000080,COMPRESSOR 60000 BTUS R410 3F 220V [NCM:84-14.30.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
151,ATMQ000081,TE011-TRATOR DE ESTEIRA D61ES-23 NS: KMT0D125HNBB50750 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
152,ATMQ000082,COMPRESSOR DE AR 1092996 [NCM:84-14.80.11] (CATERPILLAR),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
153,ATMQ000083,TE013-TRATOR DE ESTEIRAS D61ES-23M NS:KMT0D125HNBB50778 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
154,ATMQ000084,ANTENA SINAL 1.30M BAND REFL C/ LAMPADA 10W/12V [NCM:85-30.10.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
155,ATMQ000085,KIT SCANNER DIAGNOSTICO VOLVO VOCOM 2 [NCM:90-32.89.25] (DIVERSOS),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
156,ATMQ000086,LAVADORA HIDROMAR BH 6284 13605 [NCM:84-24.30.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
157,ATMQ000087,TE015-TRATOR DE ESTEIRA D61ES-23 NS:KMT0D125CPBB51006 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
158,ATMQ000088,"MOTO ESMERIL DE BANCADA 1/2HP-6'" MM-I50 [NCM:84-60.90.90]",62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
159,ATMQ000089,GERADOR GASOLINA 12KVA BIV P.E 41LT B4T-1300E N/A OLEO 20W-50 BRANCO [NCM:85-02.20.11] (DIVERSOS),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
160,ATMQ000090,KIT SCANNER CAT3 [NCM:90-32.89.25],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
161,ATMQ000091,COMPRESSOR CM 7H15 8PK 137 MM 24V 4FIX CATER DS102035 [NCM:84-14.80.31],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
162,ATMQ000092,COMPRESSOR 7H15 24V 84143091 [NCM:84-14.30.91],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
163,ATMQ000093,COMPRESSOR DE AR BRAVO 40 PES 250L 10HP TRIFASICO SCHULZ CSL40BR/250 [NCM:84-14.80.11] (SCHULZ),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
164,ATMQ000094,RECEPTOR DE SINAIS GPS,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
165,ATMQ000095,COMPLEMENTO GPS,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
8185,EPI000338,CARNEIRA MSA,16-EPI E EPC,,,22.0625,,UNIDADE,2025-07-21 17:53:52.095246+00
166,ATMQ000096,CALIBRADOR DE PNEU DIG 145LBS 220V M400 BOX STOK [NCM:90-26.20.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
167,ATMQ000097,GERADOR DIESEL 14KVA 380V PARTIDA ELETRICA BD15000E3G2 [NCM:85-02.11.10] (BRANCO),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
168,ATMQ000098,GAIOLA PROTECAO DE PNEU [NCM:73-08.90.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
169,ATMQ000099,LAVADORA DE ALTA PRESSAO HD 12/15 800 L/H 380V KARCHER 16860210 [NCM:84-24.30.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
170,ATMQ000100,COMPRESSOR DE AR 60PCM 425LTS 175PSI 15HP SUPER AR [NCM:84-14.80.11] (DIVERSOS),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
171,ATMQ000101,PROPULSORA PNEUMATICA P/GRAXA 180KG [NCM:84-13.20.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
172,ATMQ000102,PF008-PERFURATRIZ HIDRAULICA DP1500 NS:108T143781 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
173,ATMQ000103,EH006-ESCAVADEIRA HIDRAULICA EC700CL CHASSI: VCEC700CPE0110623 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
174,ATMQ000104,TE001-TRATOR DE ESTEIRA D6T CHASSI: CAT00D6TLGCT02591 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
175,ATMQ000105,EH007-ESCAVADEIRA EC750 DL VOLVO CHASSI: VCEC750DJ00280014 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
176,ATMQ000106,AFIADORA AUTOMATICA DE BITS CME 9963266 [NCM:84-60.39.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
177,ATMQ000107,PF009-PERFURATRIZ HIDRAULICA DG810 46095 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
178,ATMQ000108,MN005-MOTONIVELADORA 140K NS:CAT0140KCJPA04885 [NCM:84-29.20.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
179,ATMQ000110,PF012-PERFURATRIZ HIDRAULICA DP1500I NS:52188 [NCM:84-30.41.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
180,ATMQ000111,PF015-PERFURATRIZ HIDRAULICA DX800 212T199371 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
181,ATMQ000112,PERFURATRIZ EST HID RANGER 680RP - SUCATA [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
182,ATMQ000113,MARTELO DE PERFURACAO PWPH19 - MARTELO RESERVA [NCM:84-30.49.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
183,ATMQ000114,MARTELO DE PERFURACAO PWPH19.0 - MARTELO RESERVA [NCM:84-30.49.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
184,ATMQ000115,PROPULSORA DE GRAXA PNEUMATICA 20KG [NCM:84-13.50.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
185,ATMQ000116,COMPRESSOR 30PCM 7BAR 200L [NCM:84-14.80.11],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
186,ATMQ000118,RE001-RETROESCAVADEIRA CAT416F2  CHASSI: CAT0416FCLBF06473 [NCM:84-29.59.00] (),62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
187,ATMQ000121,EH023-ESCAVADEIRA HIDRAULICA-EC750DL - VCEC750DP00280723 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
188,ATMQ000122,MN008-MOTONIVELADORA 140K NS:CAT0140KEMPA05923 [NCM:84-29.20.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
189,ATMQ000123,TE010-TRATOR DE ESTEIRAS D155AX-6 NS:KMT0D74JMC082233 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
190,ATMQ000124,MOTOCOMPRESSOR,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
191,ATMQ000125,PAR GPS LEIKA GS15 CONTROLADORA,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
192,ATMQ000126,PF013-PERFURATRIZ DX 800 SN: 110T16057-1,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
193,ATMQ000127,TRANSCEPTOR PORTATIL DEP450 VHF DIGITAL [NCM:85-17.12.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
194,ATMQ000128,DRONE DJI PHANTON 4 PRO V2,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
195,ATMQ000129,TRANSCEPTOR MOTOROLA DEM300 VHF,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
196,ATMQ000130,TRANSRECEPTOR PORTATIL MOTOROLA DEP450 VHF,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
197,ATMQ000131,TRANSRECEPTOR MOTOROLA DEM300 VHF,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
198,ATMQ000132,TRANSCEPTOR MOTOROLA DEM300 VHF,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
199,ATMQ000133,050-ESTEIRAS ESTEIRA D8T 3171026 [NCM:84-31.49.29],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
200,ATMQ000134,EH003-ESCAVADEIRA HIDRAULICA EC360 NS:VCEC360BL00017561 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
201,ATMQ000135,RESERVATORIO P/ TRANSP AGUA,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
202,ATMQ000136,MARTELO HIDRAULICO,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
203,ATMQ000137,MOTOR HIDRAULICO,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
204,ATMQ000138,CACAMBA CB MC 16M3 6X4 [NCM:84-31.41.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
205,ATMQ000139,TRANSPORTADOR DE CORREIA 42'' X 42M,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
206,ATMQ000140,COMPRESSOR 20 PES 200 LT MOTOMIL,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
207,ATMQ000141,BRITADOR DE MANDIBULA BMI 1209,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
208,ATMQ000142,MN001-MOTONIVELADORA G940 NS:VCE0G940K00503779 [NCM:84-29.20.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
209,ATMQ000143,TORRE DE ILUMINACAO ATLAS COPCO,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
210,ATMQ000144,TANQUE DE COMBUSTIVEL,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
211,ATMQ000145,MOTOR HIDRAULICO,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
212,ATMQ000146,COMPRESSOR AC,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
213,ATMQ000147,BRITADOR DE MANDIBULA 1209,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
214,ATMQ000148,PF001-PERFURATRIZ HIDRAULICA DP1500 NS: 107T163381 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
215,ATMQ000150,EH027-ESCAVADEIRA HIDRAULICA SY365H NS:0000SY036GCB51128 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
216,ATMQ000151,EH028-ESCAVADEIRA HIDRAULICA SY365H NS:0000SY036GCB56518 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
217,ATMQ000152,EH029-ESCAVADEIRA HIDRAULICA SY365H NS:0000SY036GCB56528 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
218,ATMQ000153,REFORMA EQUIPAMENTO - PF004 (IMPLANTACAO),62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
219,ATMQ000154,PC015-CARREGADEIRA DE RODAS 966L NS: CAT0966LCFRS02497 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
905,BOR000026,MANCHAO RADIAL DREBOR 44 QUENTE C/ LIGAC,02-BORRACHARIA,,,29.0,,UNIDADE,2025-07-21 17:53:52.095246+00
220,ATMQ000155,PC014-CARREGADEIRA DE RODAS 966L NS: CAT0966LKFRS02500 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
221,ATMQ000156,BASE MAGNETICA AP4075 [NCM:39-19.90.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
222,ATMQ000157,010-ACESSORIOS TENDA PIRAMIDAL 3X4 [NCM:63-06.29.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
223,ATMQ000158,PC017-CARREGADEIRA DE RODAS L556 NS: VATZ1410VNG062005 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
224,ATMQ000159,PC016-CARREGADEIRA DE RODAS L556 NS: VATZ1410KNG061996 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
225,ATMQ000160,PC018-CARREGADEIRA DE RODAS L556 NS: VATZ1410CNG066196 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
226,ATMQ000161,PC019-CARREGADEIRA DE RODAS L580 NS: VATZ1456JZG066244 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
227,ATMQ000162,PC020-CARREGADEIRA DE RODAS L556 NS: VATZ1410TNG066192 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
228,ATMQ000163,PC022-CARREGADEIRA DE RODAS L556 NS: VATZ1410ANGO66198 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
229,ATMQ000164,PC021-CARREGADEIRA DE RODAS L556 NS: VATZ1410VNG066197 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
230,ATMQ000165,PC023-CARREGADEIRA DE RODAS L556 NS: VATZ1410LNG066199 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
231,ATMQ000166,CONCHA EC750 [NCM:84-31.41.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
232,ATMQ000167,CAMERA DE RE COM MONITOR [NCM:85-27.29.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
233,ATMQ000168,MAQUINA DE SOLDA MIG TIG ELET 200A 220V MMP226D MULTIPROCESSOS VONDER [NCM:85-15.39.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
234,ATMQ000169,ANTENA MOVEL 1/4 DE ONDA MV-00BC 130/512 MHZ ARS [NCM:85-29.10.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
235,ATMQ000170,RE004-RETROESCAVADEIRA NS:CAT00416PL9P05258 [NCM:84-29.59.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
236,ATMQ000171,CAMERA DE RE COM MONITOR [NCM:85-27.29.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
237,ATMQ000172,COMPRESSOR DE AR SCHULZ CSD MOTOR 1.5 HP 110/220V [NCM:84-14.80.11],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
238,ATMQ000173,CM001-CAMINHAO MUNCK CHASSI:9BSP8X200F3867528,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
239,ATMQ000174,PF002-PERFURATRIZ HIDRAULICA DP1500 NS: 111T160841,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
240,ATMQ000175,PF003-PERFURATRIZ HIDRAULICA NS: 111T15604-1,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
241,ATMQ000176,EH032-ESCAVADEIRA HIDRAULICA SY215C NS: SY021NCCR7208 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
242,ATMQ000177,PALETEIRA [NCM:84-27.90.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
243,ATMQ000178,PF035-PERFURATRIZ HIDRAULICA DX800T3 NS:81755 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
244,ATMQ000179,EH009-ESCAVADEIRA HIDRAULICA EC750FL NS: VCEC750DCJ0280364 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
245,ATMQ000180,INVERSORA DE SOLDA MIG/MMA 400 C 220V/380V/440V [NCM:85-15.21.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
246,ATMQ000181,CONJUNTO COMPLETO TOPOGRAFIA SPECTRA [NCM:90-15.90.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
247,ATMQ000182,TORQUIMETRO DE ESTALO TORCOFIX  Z 22MM 250-850 4485-01 [NCM:82-05.59.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
248,ATMQ000183,MAQUINARIO E FERRAMENTARIA,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
249,ATMQ000184,EH016-ESCAVADEIRA EC700C LC VOLVO CHASSI:VCEC700CH00110558,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
250,ATMQ000185,MOTOR REMAN EC700C,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
251,ATMQ000186,FURADEIRA COM BASE MAGNETICA WELDON 220V FMV 1500 [NCM:84-59.29.00],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
252,ATMQ000187,PF011-PERFURATRIZ HIDRAULICA DP1500I NS:52224,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
253,ATMQ000188,EH038-ESCAVADEIRA HIDRAULICA CAT320 NS:CAT00320PBR640463 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
254,ATMQ000191,MN011-MOTONIVELADORA 140K NS:CAT140KCJPA06658 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
255,ATMQ000192,TE008-TRATOR DE ESTEIRAS CAT D6T CHASSI: CAT00D6TLSMC02089,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
256,ATMQ000193,ROMPEDOR HIDRAULICO SERIE CEA50D14HZ [NCM:84-30.69.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
257,ATMQ000194,EH011-ESCAVADEIRA HIDRAULICA SY750H NS: SY0752CA00298 - MATRIZ MT,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
258,ATMQ000195,EH039-ESCAVADEIRA HIDRAULICA EC750DL NS:VCEC750DV00281005 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
259,ATMQ000196,EH020-ESCAVADEIRA HIDRAULICA SY750H CHASSI: SY0750CA01928,62-ATIVO FIXO MAQ. E EQUIP.,,,,,,2025-07-21 17:53:52.095246+00
260,ATMQ000197,PF031-PERFURATRIZ HIDRAULICA DP1500I NS:78998,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
261,ATMQ000199,PC024-CARREGADEIRA DE RODAS 966 NS: CAT00966CJ8R00452 [NCM:84-29.51.99],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
262,ATMQ000200,EH036-ESCAVADEIRA HIDRAULICA CAT336 NS:CAT00336HSP920926 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
263,ATMQ000201,EH037-ESCAVADEIRA HIDRAULICA CAT336 NS:CAT00336CSP920928 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
264,ATMQ000202,EH035-ESCAVADEIRA HIDRAULICA CAT336 NS:CAT00336LSP920925 [NCM:84-29.52.19],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
265,ATMQ000204,COMPRESSOR DE AR DE PISTAO ISENTO DE OLEO SCHULZ 10 60 2HP 127/220V [NCM:84-14.40.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
266,ATMQ000205,TE016 TRATOR DE ESTEIRA D61ES 23 NS:KMT0D125PPBB51020 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
267,ATMQ000206,TE019-TRATOR DE ESTEIRA D61ES-23 NS:CAT00D6TPGCT03540 [NCM:84-29.11.90],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
268,ATMQ000207,CM501 - TE006-TRATOR DE ESTEIRA D8T NS: CAT00D8TEMB800517,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
269,ATMQ000208,PF005-PERFURATRIZ HIDRAULICA DX700 NS 211T15010-1 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
270,ATMQ000209,PF004-PERFURATRIZ HIDRAULICA DP1500 NS: 107T123101 [NCM:84-30.41.10],62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
271,ATMQ000210,ESTACAO TOPOGRAFICA LEIKA MODELO TC-3047,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
272,ATMQ000211,COMPRESSOR XAS 420 - SN BRP064594,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
273,ATMQ000212,MAQUINA NF 5809,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
274,ATMQ000213,MAQUINA NF 7765,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
275,ATMQ000214,MN012-MOTONIVELADORA 140K NS:CAT140KJZW00546,62-ATIVO FIXO MAQ. E EQUIP.,,,1240110.0,,UNIDADE,2025-07-21 17:53:52.095246+00
276,ATMQ000215,TE020-TRATOR DE ESTEIRAS CATD8 NS: CAT000D8VMN800567,62-ATIVO FIXO MAQ. E EQUIP.,,,3123240.0,,UNIDADE,2025-07-21 17:53:52.095246+00
277,ATMQ000216,PF023-PERFURATRIZ PANTERA DP1500I NS:79023,62-ATIVO FIXO MAQ. E EQUIP.,,,2750000.0,,UNIDADE,2025-07-21 17:53:52.095246+00
278,ATMQ000217,PROPULSORA PN GRAXA CAP 200KG,62-ATIVO FIXO MAQ. E EQUIP.,,,2681.003333,,UNIDADE,2025-07-21 17:53:52.095246+00
279,ATMQ000218,AFIADORA BITS PWHA-17,62-ATIVO FIXO MAQ. E EQUIP.,,,5542.32,,UNIDADE,2025-07-21 17:53:52.095246+00
280,ATMQ000219,RHR057-ROMPEDOR HIDRAULICO R45P NS:45PA0120,62-ATIVO FIXO MAQ. E EQUIP.,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
281,ATMQ000220,CALIBRADOR PNEU BOX STOK AIR M4000 220V,62-ATIVO FIXO MAQ. E EQUIP.,,,1369.03,,PECA,2025-07-21 17:53:52.095246+00
